{day_number: 1, imei: 353918054312018L, lon: -119.25606063, lat: 34.24814655, time: 1416071912}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606064, "lat": 34.24814655, "time": 1416071913}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606064, "lat": 34.24814654, "time": 1416071914}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606065, "lat": 34.24814654, "time": 1416071915}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606005, "lat": 34.24814413, "time": 1416071916}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605918, "lat": 34.24814258, "time": 1416071917}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605923, "lat": 34.24814459, "time": 1416071918}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560594, "lat": 34.24814547, "time": 1416071919}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605926, "lat": 34.24814663, "time": 1416071920}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605949, "lat": 34.24814655, "time": 1416071921}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605983, "lat": 34.24814554, "time": 1416071922}
{"day_number": 1, "imei": 353918054312018, "lon": -119.256061, "lat": 34.24814459, "time": 1416071923}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606233, "lat": 34.24814395, "time": 1416071924}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606278, "lat": 34.24814365, "time": 1416071925}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606291, "lat": 34.24814401, "time": 1416071926}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606339, "lat": 34.2481443, "time": 1416071927}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606321, "lat": 34.24814377, "time": 1416071928}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560596, "lat": 34.2481406, "time": 1416071929}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560571, "lat": 34.24813823, "time": 1416071930}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605604, "lat": 34.24813654, "time": 1416071931}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605536, "lat": 34.24813487, "time": 1416071932}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605439, "lat": 34.24813409, "time": 1416071933}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560553, "lat": 34.2481329, "time": 1416071934}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605621, "lat": 34.24813219, "time": 1416071935}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605732, "lat": 34.24813166, "time": 1416071936}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605854, "lat": 34.24813085, "time": 1416071937}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605926, "lat": 34.24813034, "time": 1416071938}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606057, "lat": 34.24812975, "time": 1416071939}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606127, "lat": 34.24812935, "time": 1416071940}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606199, "lat": 34.24812898, "time": 1416071941}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606289, "lat": 34.24812821, "time": 1416071942}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606329, "lat": 34.2481275, "time": 1416071943}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606299, "lat": 34.24812659, "time": 1416071944}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606282, "lat": 34.24812622, "time": 1416071945}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606278, "lat": 34.24812638, "time": 1416071946}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560638, "lat": 34.2481273, "time": 1416071947}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25606139, "lat": 34.24812609, "time": 1416071948}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605904, "lat": 34.24812493, "time": 1416071949}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605812, "lat": 34.24812429, "time": 1416071950}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605749, "lat": 34.24812388, "time": 1416071951}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560568, "lat": 34.24812343, "time": 1416071952}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560566, "lat": 34.24812295, "time": 1416071953}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605622, "lat": 34.24812265, "time": 1416071954}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605642, "lat": 34.24812216, "time": 1416071955}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605646, "lat": 34.24812211, "time": 1416071956}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605643, "lat": 34.24812216, "time": 1416071957}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605609, "lat": 34.24812193, "time": 1416071958}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560558, "lat": 34.24812177, "time": 1416071959}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605585, "lat": 34.24812167, "time": 1416071960}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605663, "lat": 34.24812127, "time": 1416071961}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605732, "lat": 34.24812098, "time": 1416071962}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605778, "lat": 34.24812082, "time": 1416071963}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605808, "lat": 34.24812071, "time": 1416071964}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605832, "lat": 34.2481206, "time": 1416071965}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605851, "lat": 34.2481205, "time": 1416071966}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560587, "lat": 34.24812039, "time": 1416071967}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605891, "lat": 34.24812023, "time": 1416071968}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560591, "lat": 34.24812007, "time": 1416071969}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605927, "lat": 34.24811992, "time": 1416071970}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605941, "lat": 34.24811977, "time": 1416071971}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605949, "lat": 34.24811969, "time": 1416071972}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605955, "lat": 34.24811963, "time": 1416071973}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560596, "lat": 34.24811959, "time": 1416071974}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605962, "lat": 34.24811957, "time": 1416071975}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605964, "lat": 34.24811956, "time": 1416071976}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605966, "lat": 34.24811956, "time": 1416071977}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605968, "lat": 34.24811956, "time": 1416071978}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560597, "lat": 34.24811955, "time": 1416071979}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605972, "lat": 34.24811955, "time": 1416071980}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605975, "lat": 34.24811953, "time": 1416071981}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605977, "lat": 34.24811952, "time": 1416071982}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605979, "lat": 34.24811951, "time": 1416071983}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.2481195, "time": 1416071984}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811949, "time": 1416071985}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811949, "time": 1416071986}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811948, "time": 1416071987}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811947, "time": 1416071988}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811946, "time": 1416071989}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811946, "time": 1416071990}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811946, "time": 1416071991}
{"day_number": 1, "imei": 353918054312018, "lon": -119.2560598, "lat": 34.24811946, "time": 1416071992}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605981, "lat": 34.24811945, "time": 1416071993}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605982, "lat": 34.24811945, "time": 1416071994}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605983, "lat": 34.24811944, "time": 1416071995}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605983, "lat": 34.24811944, "time": 1416071996}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605984, "lat": 34.24811943, "time": 1416071997}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605984, "lat": 34.24811943, "time": 1416071998}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605985, "lat": 34.24811943, "time": 1416071999}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605985, "lat": 34.24811943, "time": 1416072000}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605985, "lat": 34.24811942, "time": 1416072001}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605984, "lat": 34.24811942, "time": 1416072002}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605983, "lat": 34.24811941, "time": 1416072003}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605983, "lat": 34.2481194, "time": 1416072004}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605982, "lat": 34.24811938, "time": 1416072005}
{"day_number": 1, "imei": 353918054312018, "lon": -119.25605982, "lat": 34.24811938, "time": 1416072006}
