{day_number: 5, imei: 355136056327540L, lon: -119.25620162, lat: 34.24621498, time: 1415975222}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620163, "lat": 34.24621497, "time": 1415975223}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620165, "lat": 34.24621495, "time": 1415975224}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620167, "lat": 34.24621494, "time": 1415975225}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620167, "lat": 34.24621493, "time": 1415975226}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620169, "lat": 34.24621492, "time": 1415975227}
{"day_number": 5, "imei": 355136056327540, "lon": -119.2562017, "lat": 34.24621491, "time": 1415975228}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620171, "lat": 34.24621491, "time": 1415975229}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620173, "lat": 34.24621491, "time": 1415975230}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620175, "lat": 34.24621491, "time": 1415975231}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620177, "lat": 34.24621491, "time": 1415975232}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620178, "lat": 34.24621492, "time": 1415975233}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620178, "lat": 34.24621492, "time": 1415975234}
{"day_number": 5, "imei": 355136056327540, "lon": -119.2562018, "lat": 34.24621495, "time": 1415975235}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620179, "lat": 34.24621497, "time": 1415975236}
{"day_number": 5, "imei": 355136056327540, "lon": -119.2562018, "lat": 34.24621498, "time": 1415975237}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620183, "lat": 34.24621499, "time": 1415975238}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620186, "lat": 34.24621501, "time": 1415975239}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620189, "lat": 34.24621503, "time": 1415975240}
{"day_number": 5, "imei": 355136056327540, "lon": -119.2562019, "lat": 34.246215049999996, "time": 1415975241}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620192, "lat": 34.246215049999996, "time": 1415975242}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620194, "lat": 34.24621506, "time": 1415975243}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620195, "lat": 34.24621507, "time": 1415975244}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620196, "lat": 34.246215049999996, "time": 1415975245}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620197, "lat": 34.246215049999996, "time": 1415975246}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620198, "lat": 34.246215049999996, "time": 1415975247}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620199, "lat": 34.246215049999996, "time": 1415975248}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620201, "lat": 34.24621503, "time": 1415975249}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620201, "lat": 34.24621503, "time": 1415975250}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620201, "lat": 34.24621501, "time": 1415975251}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620202, "lat": 34.24621499, "time": 1415975252}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620203, "lat": 34.24621498, "time": 1415975253}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620203, "lat": 34.24621497, "time": 1415975254}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620203, "lat": 34.24621494, "time": 1415975255}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620203, "lat": 34.24621493, "time": 1415975256}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620204, "lat": 34.24621493, "time": 1415975257}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620202, "lat": 34.24621491, "time": 1415975258}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620202, "lat": 34.24621491, "time": 1415975259}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620202, "lat": 34.2462149, "time": 1415975260}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620204, "lat": 34.2462149, "time": 1415975261}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620208, "lat": 34.2462149, "time": 1415975262}
{"day_number": 5, "imei": 355136056327540, "lon": -119.2562021, "lat": 34.2462149, "time": 1415975263}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620214, "lat": 34.2462149, "time": 1415975264}
{"day_number": 5, "imei": 355136056327540, "lon": -119.2562022, "lat": 34.2462149, "time": 1415975265}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620224, "lat": 34.24621489, "time": 1415975266}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620227, "lat": 34.24621489, "time": 1415975267}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620229, "lat": 34.24621488, "time": 1415975268}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620231, "lat": 34.24621487, "time": 1415975269}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620232, "lat": 34.24621487, "time": 1415975270}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620232, "lat": 34.24621487, "time": 1415975271}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620233, "lat": 34.24621487, "time": 1415975272}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620233, "lat": 34.24621488, "time": 1415975273}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620233, "lat": 34.24621488, "time": 1415975274}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620234, "lat": 34.24621489, "time": 1415975275}
{"day_number": 5, "imei": 355136056327540, "lon": -119.25620235, "lat": 34.2462149, "time": 1415975276}
