{day_number: 2, imei: 353411065590004L, lon: -121.75627573, lat: 36.90890399, time: 1416272583}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628296, "lat": 36.90883202, "time": 1416272585}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75629002, "lat": 36.90879341, "time": 1416272586}
{"day_number": 2, "imei": 353411065590004, "lon": -121.7562881, "lat": 36.9087618, "time": 1416272587}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75626685, "lat": 36.9087511, "time": 1416272588}
{"day_number": 2, "imei": 353411065590004, "lon": -121.7562752, "lat": 36.9087154, "time": 1416272589}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627575, "lat": 36.90870921, "time": 1416272590}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627198, "lat": 36.90871296, "time": 1416272591}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75626774, "lat": 36.90870748, "time": 1416272592}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75626541, "lat": 36.90868933, "time": 1416272593}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628848, "lat": 36.90867741, "time": 1416272594}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75629009, "lat": 36.90867844, "time": 1416272595}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628776, "lat": 36.90867342, "time": 1416272596}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628871, "lat": 36.9086634, "time": 1416272597}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628539, "lat": 36.90865893, "time": 1416272598}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627944, "lat": 36.90864357, "time": 1416272599}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627846, "lat": 36.90864235, "time": 1416272600}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627885, "lat": 36.90864247, "time": 1416272601}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627824, "lat": 36.90864285, "time": 1416272602}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627808, "lat": 36.90864292, "time": 1416272603}
{"day_number": 2, "imei": 353411065590004, "lon": -121.7562782, "lat": 36.90864179, "time": 1416272604}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627836, "lat": 36.9086414, "time": 1416272605}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627824, "lat": 36.90864131, "time": 1416272606}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628166, "lat": 36.90863768, "time": 1416272607}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75634675, "lat": 36.90857321, "time": 1416272608}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627548, "lat": 36.90861687, "time": 1416272609}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628137, "lat": 36.90860274, "time": 1416272610}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628547, "lat": 36.90859288, "time": 1416272611}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75629121, "lat": 36.90858189, "time": 1416272612}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628134, "lat": 36.90859196, "time": 1416272613}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628659, "lat": 36.90859266, "time": 1416272614}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75627573, "lat": 36.90890399, "time": 1416272583}
{"day_number": 2, "imei": 353411065590004, "lon": -121.75628296, "lat": 36.90883202, "time": 1416272585}
