{day_number: 3, imei: 353918050328703L, lon: -88.23741391, lat: 40.1079983, time: 1416539490}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23741393, "lat": 40.10799824, "time": 1416539491}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23740286, "lat": 40.1080391, "time": 1416539861}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23740149, "lat": 40.10804265, "time": 1416539865}
{"day_number": 3, "imei": 353918050328703, "lon": -88.2374015, "lat": 40.10804264, "time": 1416539866}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23740037, "lat": 40.10804443, "time": 1416539867}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23740047, "lat": 40.10804417, "time": 1416539868}
{"day_number": 3, "imei": 353918050328703, "lon": -88.2373985, "lat": 40.10804702, "time": 1416539869}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739529, "lat": 40.10805187, "time": 1416539870}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739532, "lat": 40.10805182, "time": 1416539871}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739301, "lat": 40.10805537, "time": 1416539872}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739307, "lat": 40.1080553, "time": 1416539873}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739305, "lat": 40.10805532, "time": 1416539874}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739305, "lat": 40.10805532, "time": 1416539875}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739305, "lat": 40.10805532, "time": 1416539876}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739305, "lat": 40.10805532, "time": 1416539877}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739305, "lat": 40.10805532, "time": 1416539878}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739303, "lat": 40.10805534, "time": 1416539879}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739302, "lat": 40.10805536, "time": 1416539880}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739302, "lat": 40.10805536, "time": 1416539881}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739453, "lat": 40.10804281, "time": 1416540117}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739453, "lat": 40.1080428, "time": 1416540118}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23739799, "lat": 40.10803651, "time": 1416540450}
{"day_number": 3, "imei": 353918050328703, "lon": -88.237398, "lat": 40.1080365, "time": 1416540451}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23738945, "lat": 40.10804654, "time": 1416540499}
{"day_number": 3, "imei": 353918050328703, "lon": -88.23738925, "lat": 40.10804639, "time": 1416540500}
