{day_number: 4, imei: 355136056327540L, lon: -119.25600363, lat: 34.24599423, time: 1416579962}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25600493, "lat": 34.24599958, "time": 1416579963}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25598207, "lat": 34.24608234, "time": 1416579964}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25596412, "lat": 34.24613089, "time": 1416579965}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25595164, "lat": 34.24616778, "time": 1416579966}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2559513, "lat": 34.2461769, "time": 1416579967}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25595099, "lat": 34.24618947, "time": 1416579968}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25595102, "lat": 34.24620312, "time": 1416579969}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25594869, "lat": 34.24621476, "time": 1416579970}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25594677, "lat": 34.2462257, "time": 1416579971}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25594323, "lat": 34.2462347, "time": 1416579972}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25594089, "lat": 34.24624253, "time": 1416579973}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25594223, "lat": 34.2462452, "time": 1416579974}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25594195, "lat": 34.24624729, "time": 1416579975}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2559468, "lat": 34.24624739, "time": 1416579976}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25595662, "lat": 34.24624447, "time": 1416579977}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25597731, "lat": 34.24623975, "time": 1416579978}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25599573, "lat": 34.24623643, "time": 1416579979}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25601407, "lat": 34.24623476, "time": 1416579980}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25603445, "lat": 34.24623292, "time": 1416579981}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25605488, "lat": 34.24623134, "time": 1416579982}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25607623, "lat": 34.24622978, "time": 1416579983}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25609805, "lat": 34.24622664, "time": 1416579984}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25612004, "lat": 34.24622309, "time": 1416579985}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25614237, "lat": 34.24621795, "time": 1416579986}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25616762, "lat": 34.24621282, "time": 1416579987}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2561934, "lat": 34.24620895, "time": 1416579988}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25621987, "lat": 34.24620493, "time": 1416579989}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25624717, "lat": 34.24619945, "time": 1416579990}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2562746, "lat": 34.24619416, "time": 1416579991}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25630341, "lat": 34.24618989, "time": 1416579992}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2563332, "lat": 34.24618682, "time": 1416579993}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25636386, "lat": 34.24618476, "time": 1416579994}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25639513, "lat": 34.24618305, "time": 1416579995}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25642661, "lat": 34.24618218, "time": 1416579996}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25645782, "lat": 34.24618159, "time": 1416579997}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25648905, "lat": 34.24618068, "time": 1416579998}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25651849, "lat": 34.2461803, "time": 1416579999}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25654808, "lat": 34.24618092, "time": 1416580000}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25657801, "lat": 34.24618254, "time": 1416580001}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25660925, "lat": 34.24618435, "time": 1416580002}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25663974, "lat": 34.24618709, "time": 1416580003}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25667061, "lat": 34.2461916, "time": 1416580004}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25669877, "lat": 34.24619595, "time": 1416580005}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25672672, "lat": 34.24620161, "time": 1416580006}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25675476, "lat": 34.24620925, "time": 1416580007}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25678183, "lat": 34.24621775, "time": 1416580008}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25680824, "lat": 34.24622696, "time": 1416580009}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25683444, "lat": 34.2462356, "time": 1416580010}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25686112, "lat": 34.24624461, "time": 1416580011}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25688766, "lat": 34.2462553, "time": 1416580012}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25691417, "lat": 34.24626796, "time": 1416580013}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25693869, "lat": 34.24628416, "time": 1416580014}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25695978, "lat": 34.24630429, "time": 1416580015}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2569835, "lat": 34.24633477, "time": 1416580016}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25700052, "lat": 34.24636775, "time": 1416580017}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2570125, "lat": 34.24640102, "time": 1416580018}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25702097, "lat": 34.24643486, "time": 1416580019}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25702825, "lat": 34.24646894, "time": 1416580020}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25703579, "lat": 34.24650333, "time": 1416580021}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25704354, "lat": 34.24653737, "time": 1416580022}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2570513, "lat": 34.24657126, "time": 1416580023}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25706004, "lat": 34.24660503, "time": 1416580024}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25706934, "lat": 34.24663846, "time": 1416580025}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25707941, "lat": 34.24667135, "time": 1416580026}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25708957, "lat": 34.24670424, "time": 1416580027}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2570988, "lat": 34.24673644, "time": 1416580028}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25710789, "lat": 34.24676824, "time": 1416580029}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25711776, "lat": 34.24679986, "time": 1416580030}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25712773, "lat": 34.24683267, "time": 1416580031}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25713709, "lat": 34.24686586, "time": 1416580032}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25714602, "lat": 34.24689997, "time": 1416580033}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25715496, "lat": 34.24693413, "time": 1416580034}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25716422, "lat": 34.24696776, "time": 1416580035}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25717364, "lat": 34.24700077, "time": 1416580036}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2571829, "lat": 34.24703414, "time": 1416580037}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25719284, "lat": 34.24706764, "time": 1416580038}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25720145, "lat": 34.24710079, "time": 1416580039}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25721025, "lat": 34.24713306, "time": 1416580040}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25721921, "lat": 34.24716348, "time": 1416580041}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25722832, "lat": 34.24719342, "time": 1416580042}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25723558, "lat": 34.24721924, "time": 1416580043}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25724279, "lat": 34.24724462, "time": 1416580044}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25724975, "lat": 34.24726922, "time": 1416580045}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25725676, "lat": 34.24729337, "time": 1416580046}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25726284, "lat": 34.24731677, "time": 1416580047}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25726883, "lat": 34.24733855, "time": 1416580048}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727262, "lat": 34.24735726, "time": 1416580049}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727702, "lat": 34.24737429, "time": 1416580050}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728049, "lat": 34.24738833, "time": 1416580051}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728162, "lat": 34.2473988, "time": 1416580052}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727984, "lat": 34.24738557, "time": 1416580053}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728045, "lat": 34.24737859, "time": 1416580054}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728138, "lat": 34.24737486, "time": 1416580055}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728191, "lat": 34.2473728, "time": 1416580056}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728101, "lat": 34.24737294, "time": 1416580057}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728046, "lat": 34.24737318, "time": 1416580058}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728103, "lat": 34.24737255, "time": 1416580059}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728156, "lat": 34.24737399, "time": 1416580060}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728509, "lat": 34.24737378, "time": 1416580061}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728766, "lat": 34.24736955, "time": 1416580062}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2572886, "lat": 34.24736882, "time": 1416580063}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728861, "lat": 34.24736607, "time": 1416580064}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728287, "lat": 34.2473688, "time": 1416580065}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728289, "lat": 34.24736932, "time": 1416580066}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728239, "lat": 34.24736976, "time": 1416580067}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728199, "lat": 34.24737024, "time": 1416580068}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728145, "lat": 34.24737101, "time": 1416580069}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728094, "lat": 34.24737179, "time": 1416580070}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728046, "lat": 34.24737255, "time": 1416580071}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728019, "lat": 34.24737302, "time": 1416580072}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728004, "lat": 34.24737325, "time": 1416580073}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728013, "lat": 34.24737334, "time": 1416580074}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2572802, "lat": 34.24737339, "time": 1416580075}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728018, "lat": 34.24737359, "time": 1416580076}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728004, "lat": 34.24737386, "time": 1416580077}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727993, "lat": 34.24737411, "time": 1416580078}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727985, "lat": 34.24737434, "time": 1416580079}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727977, "lat": 34.24737452, "time": 1416580080}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727978, "lat": 34.2473748, "time": 1416580081}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727978, "lat": 34.24737498, "time": 1416580082}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727994, "lat": 34.24737499, "time": 1416580083}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728005, "lat": 34.24737501, "time": 1416580084}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728011, "lat": 34.24737503, "time": 1416580085}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728013, "lat": 34.24737505, "time": 1416580086}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728014, "lat": 34.24737506, "time": 1416580087}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728015, "lat": 34.24737507, "time": 1416580088}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728014, "lat": 34.24737508, "time": 1416580089}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728014, "lat": 34.24737509, "time": 1416580090}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728014, "lat": 34.24737509, "time": 1416580091}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728014, "lat": 34.2473751, "time": 1416580092}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728016, "lat": 34.24737511, "time": 1416580093}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728017, "lat": 34.24737511, "time": 1416580094}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728018, "lat": 34.24737512, "time": 1416580095}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728018, "lat": 34.24737513, "time": 1416580096}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728018, "lat": 34.24737513, "time": 1416580097}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25728017, "lat": 34.24737514, "time": 1416580098}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727834, "lat": 34.24738016, "time": 1416580099}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2572783, "lat": 34.24738898, "time": 1416580100}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727915, "lat": 34.24739912, "time": 1416580101}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727714, "lat": 34.24741423, "time": 1416580102}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25727157, "lat": 34.24742789, "time": 1416580103}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25725991, "lat": 34.24743723, "time": 1416580104}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25724516, "lat": 34.24744238, "time": 1416580105}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25723004, "lat": 34.24744535, "time": 1416580106}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25721457, "lat": 34.24744712, "time": 1416580107}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25719994, "lat": 34.24744939, "time": 1416580108}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25718573, "lat": 34.24745016, "time": 1416580109}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25717257, "lat": 34.24744692, "time": 1416580110}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2571594, "lat": 34.24744341, "time": 1416580111}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25714615, "lat": 34.24744236, "time": 1416580112}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25713172, "lat": 34.24744679, "time": 1416580113}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2571181, "lat": 34.24745257, "time": 1416580114}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2571047, "lat": 34.24745619, "time": 1416580115}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25709388, "lat": 34.24745772, "time": 1416580116}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25708595, "lat": 34.24745796, "time": 1416580117}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25708659, "lat": 34.24746068, "time": 1416580118}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25708695, "lat": 34.24746554, "time": 1416580119}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25708453, "lat": 34.24746859, "time": 1416580120}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25708177, "lat": 34.24746986, "time": 1416580121}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25707872, "lat": 34.24746819, "time": 1416580122}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25707636, "lat": 34.24746599, "time": 1416580123}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25707043, "lat": 34.24746272, "time": 1416580124}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25706071, "lat": 34.24745974, "time": 1416580125}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2570469, "lat": 34.24745543, "time": 1416580126}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25703288, "lat": 34.24745259, "time": 1416580127}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25701918, "lat": 34.24744712, "time": 1416580128}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25700624, "lat": 34.24744264, "time": 1416580129}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25699347, "lat": 34.2474399, "time": 1416580130}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25698067, "lat": 34.24743796, "time": 1416580131}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696997, "lat": 34.2474371, "time": 1416580132}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696101, "lat": 34.2474377, "time": 1416580133}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696514, "lat": 34.24744715, "time": 1416580134}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2569651, "lat": 34.24745443, "time": 1416580135}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696591, "lat": 34.24745887, "time": 1416580136}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2569655, "lat": 34.24746382, "time": 1416580137}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696572, "lat": 34.24746595, "time": 1416580138}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696648, "lat": 34.24746698, "time": 1416580139}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696519, "lat": 34.24746721, "time": 1416580140}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696883, "lat": 34.24747006, "time": 1416580141}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696895, "lat": 34.24747324, "time": 1416580142}
{"day_number": 4, "imei": 355136056327540, "lon": -119.2569686, "lat": 34.24747515, "time": 1416580143}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696896, "lat": 34.24747625, "time": 1416580144}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696824, "lat": 34.24747801, "time": 1416580145}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696855, "lat": 34.2474791, "time": 1416580146}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696655, "lat": 34.24747923, "time": 1416580147}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25696276, "lat": 34.24747855, "time": 1416580148}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25695714, "lat": 34.24747662, "time": 1416580149}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25695038, "lat": 34.24747459, "time": 1416580150}
{"day_number": 4, "imei": 355136056327540, "lon": -119.25694294, "lat": 34.24747033, "time": 1416580151}
