{day_number: 7, imei: 353918050328703L, lon: -88.23732958, lat: 40.1080615, time: 1414950623}
{"day_number": 7, "imei": 353918050328703, "lon": -88.2373407, "lat": 40.10803512, "time": 1414950634}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23734478, "lat": 40.10803566, "time": 1414950635}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23735578, "lat": 40.10803527, "time": 1414950636}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23735533, "lat": 40.10803782, "time": 1414950637}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23735387, "lat": 40.10803842, "time": 1414950638}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23737102, "lat": 40.10803981, "time": 1414950639}
{"day_number": 7, "imei": 353918050328703, "lon": -88.2373844, "lat": 40.10804639, "time": 1414950641}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738773, "lat": 40.10804713, "time": 1414950642}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739278, "lat": 40.10804365, "time": 1414950643}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739205, "lat": 40.10804603, "time": 1414950644}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739396, "lat": 40.10804459, "time": 1414950645}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739447, "lat": 40.10804461, "time": 1414950646}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739195, "lat": 40.10803626, "time": 1414950647}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739196, "lat": 40.10803632, "time": 1414950648}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739209, "lat": 40.1080365, "time": 1414950649}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739076, "lat": 40.10802963, "time": 1414950650}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739079, "lat": 40.10802964, "time": 1414950651}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739091, "lat": 40.1080296, "time": 1414950652}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739095, "lat": 40.10802945, "time": 1414950653}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739036, "lat": 40.10802264, "time": 1414950655}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739045, "lat": 40.1080226, "time": 1414950656}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739046, "lat": 40.10802255, "time": 1414950657}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739057, "lat": 40.1080227, "time": 1414950658}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739065, "lat": 40.10802282, "time": 1414950659}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739042, "lat": 40.10801696, "time": 1414950660}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739047, "lat": 40.10801698, "time": 1414950661}
{"day_number": 7, "imei": 353918050328703, "lon": -88.2373905, "lat": 40.10801703, "time": 1414950662}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739068, "lat": 40.10801715, "time": 1414950664}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739088, "lat": 40.10801177, "time": 1414950665}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739067, "lat": 40.10801179, "time": 1414950666}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739036, "lat": 40.10801183, "time": 1414950667}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739007, "lat": 40.10801198, "time": 1414950668}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738978, "lat": 40.10801209, "time": 1414950669}
{"day_number": 7, "imei": 353918050328703, "lon": -88.2373901, "lat": 40.10800703, "time": 1414950670}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738977, "lat": 40.10800722, "time": 1414950671}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738934, "lat": 40.10800743, "time": 1414950673}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738919, "lat": 40.10800747, "time": 1414950674}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738911, "lat": 40.1080075, "time": 1414950675}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738898, "lat": 40.10800759, "time": 1414950676}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738892, "lat": 40.1080076, "time": 1414950678}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738892, "lat": 40.10800761, "time": 1414950679}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738976, "lat": 40.10800269, "time": 1414950680}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23738975, "lat": 40.10800271, "time": 1414950681}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739053, "lat": 40.10799924, "time": 1414950686}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739051, "lat": 40.10799927, "time": 1414950687}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739048, "lat": 40.10799928, "time": 1414950688}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739044, "lat": 40.10799931, "time": 1414950689}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739154, "lat": 40.1079953, "time": 1414950690}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739151, "lat": 40.10799535, "time": 1414950691}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739147, "lat": 40.10799537, "time": 1414950692}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739143, "lat": 40.10799542, "time": 1414950693}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739141, "lat": 40.10799543, "time": 1414950694}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739138, "lat": 40.1079955, "time": 1414950695}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739133, "lat": 40.10799556, "time": 1414950696}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739123, "lat": 40.10799557, "time": 1414950697}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739203, "lat": 40.10799136, "time": 1414950698}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739188, "lat": 40.10799147, "time": 1414950699}
{"day_number": 7, "imei": 353918050328703, "lon": -88.23739251, "lat": 40.10798846, "time": 1414950700}
