{day_number: 7, imei: 353918051775373L, lon: -88.23729023, lat: 40.10809363, time: 1414964328}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729225, "lat": 40.10808426, "time": 1414964329}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729216, "lat": 40.10808464, "time": 1414964330}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729213, "lat": 40.10808477, "time": 1414964331}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729386, "lat": 40.10807654, "time": 1414964332}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729191, "lat": 40.10808595, "time": 1414964333}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729167, "lat": 40.10808706, "time": 1414964334}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729134, "lat": 40.10808871, "time": 1414964335}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729102, "lat": 40.10809046, "time": 1414964336}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729009, "lat": 40.1080947, "time": 1414964337}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728992, "lat": 40.10809555, "time": 1414964338}
{"day_number": 7, "imei": 353918051775373, "lon": -88.2372887, "lat": 40.10810123, "time": 1414964339}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728844, "lat": 40.10810236, "time": 1414964340}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728726, "lat": 40.10810182, "time": 1414964341}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728697, "lat": 40.10810312, "time": 1414964342}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728691, "lat": 40.10810316, "time": 1414964343}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729187, "lat": 40.1081039, "time": 1414964344}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729249, "lat": 40.10810367, "time": 1414964345}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729168, "lat": 40.10810344, "time": 1414964346}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729163, "lat": 40.1081035, "time": 1414964347}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729219, "lat": 40.10810354, "time": 1414964348}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729187, "lat": 40.10810359, "time": 1414964349}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729379, "lat": 40.1081048, "time": 1414964350}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729398, "lat": 40.10810505, "time": 1414964351}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729545, "lat": 40.1081056, "time": 1414964352}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729615, "lat": 40.10810593, "time": 1414964353}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729477, "lat": 40.10810704, "time": 1414964354}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729323, "lat": 40.10810695, "time": 1414964355}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729197, "lat": 40.10810764, "time": 1414964356}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23729068, "lat": 40.10810822, "time": 1414964357}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728954, "lat": 40.10810913, "time": 1414964358}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728822, "lat": 40.10810991, "time": 1414964359}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728715, "lat": 40.10811136, "time": 1414964361}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728641, "lat": 40.10811219, "time": 1414964362}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728579, "lat": 40.10811214, "time": 1414964363}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728499, "lat": 40.10811255, "time": 1414964364}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728448, "lat": 40.10811296, "time": 1414964366}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728437, "lat": 40.10811301, "time": 1414964367}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728426, "lat": 40.10811314, "time": 1414964368}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728416, "lat": 40.10811334, "time": 1414964369}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728418, "lat": 40.10811326, "time": 1414964370}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728418, "lat": 40.10811337, "time": 1414964371}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728407, "lat": 40.10811348, "time": 1414964372}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728396, "lat": 40.10811367, "time": 1414964373}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728389, "lat": 40.10811368, "time": 1414964374}
{"day_number": 7, "imei": 353918051775373, "lon": -88.2372838, "lat": 40.10811379, "time": 1414964375}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728374, "lat": 40.10811392, "time": 1414964376}
{"day_number": 7, "imei": 353918051775373, "lon": -88.2372837, "lat": 40.10811426, "time": 1414964377}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728359, "lat": 40.10811443, "time": 1414964378}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728363, "lat": 40.10811447, "time": 1414964379}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728361, "lat": 40.10811448, "time": 1414964380}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728355, "lat": 40.10811458, "time": 1414964381}
{"day_number": 7, "imei": 353918051775373, "lon": -88.23728349, "lat": 40.1081148, "time": 1414964382}
